hedId	Level	rdfs:label	omn:SubClassOf	Attributes	dc:description	owm:EquivalentTo 
HED_0013127	3	Unplanned	Task-stimulus-role	relatedTag=Planned	Something that has not been planned as part of the task.	Task-stimulus-role and (relatedTag some Planned)
HED_0013128	0	Relation	HedTag	extensionAllowed	Concerns the way in which two or more people or things are connected.	HedTag and (extensionAllowed value true) and (inHedSchema some StandardSchema
HED_0013129	1	Comparative-relation	Relation		Something considered in comparison to something else. The first entity is the focus.	Relation
HED_0013130	2	Approximately-equal-to	Comparative-relation		(A, (Approximately-equal-to, B)) indicates that A and B have almost the same value. Here A and B could refer to sizes, orders, positions or other quantities.	Comparative-relation
HED_0013131	2	Equal-to	Comparative-relation		(A, (Equal-to, B)) indicates that the size or order of A is the same as that of B.	Comparative-relation
HED_0013132	2	Greater-than	Comparative-relation		(A, (Greater-than, B)) indicates that the relative size or order of A is bigger than that of B.	Comparative-relation
HED_0013133	2	Greater-than-or-equal-to	Comparative-relation		(A, (Greater-than-or-equal-to, B)) indicates that the relative size or order of A is bigger than or the same as that of B.	Comparative-relation
HED_0013134	2	Less-than	Comparative-relation		(A, (Less-than, B)) indicates that A is smaller than B. Here A and B could refer to sizes, orders, positions or other quantities.	Comparative-relation
HED_0013135	2	Less-than-or-equal-to	Comparative-relation		(A, (Less-than-or-equal-to, B)) indicates that the relative size or order of A is smaller than or equal to B.	Comparative-relation
HED_0013136	2	Not-equal-to	Comparative-relation		(A, (Not-equal-to, B)) indicates that the size or order of A is not the same as that of B.	Comparative-relation
HED_0013137	1	Connective-relation	Relation		Indicates two entities are related in some way. The first entity is the focus.	Relation
HED_0013138	2	Belongs-to	Connective-relation		(A, (Belongs-to, B)) indicates that A is a member of B.	Connective-relation
HED_0013139	2	Connected-to	Connective-relation		(A, (Connected-to, B)) indicates that A is related to B in some respect, usually through a direct link.	Connective-relation
HED_0013140	2	Contained-in	Connective-relation		(A, (Contained-in, B)) indicates that A is completely inside of B.	Connective-relation
HED_0013141	2	Described-by	Connective-relation		(A, (Described-by, B)) indicates that B provides information about A.	Connective-relation
HED_0013142	2	From-to	Connective-relation		(A, (From-to, B)) indicates a directional relation from A to B. A is considered the source.	Connective-relation
HED_0013143	2	Group-of	Connective-relation		(A, (Group-of, B)) indicates A is a group of items of type B.	Connective-relation
HED_0013144	2	Implied-by	Connective-relation		(A, (Implied-by, B)) indicates B is suggested by A.	Connective-relation
HED_0013145	2	Includes	Connective-relation		(A, (Includes, B)) indicates that A has B as a member or part.	Connective-relation
HED_0013146	2	Interacts-with	Connective-relation		(A, (Interacts-with, B)) indicates A and B interact, possibly reciprocally.	Connective-relation
HED_0013147	2	Member-of	Connective-relation		(A, (Member-of, B)) indicates A is a member of group B.	Connective-relation
HED_0013148	2	Part-of	Connective-relation		(A, (Part-of, B)) indicates A is a part of the whole B.	Connective-relation
HED_0013149	2	Performed-by	Connective-relation		(A, (Performed-by, B)) indicates that the action or procedure A was carried out by agent B.	Connective-relation
HED_0013150	2	Performed-using	Connective-relation		(A, (Performed-using, B)) indicates that the action or procedure A was accomplished using B.	Connective-relation
HED_0013151	2	Related-to	Connective-relation		(A, (Related-to, B)) indicates A has some relationship to B.	Connective-relation
HED_0013152	2	Unrelated-to	Connective-relation		(A, (Unrelated-to, B)) indicates that A is not related to B.For example, A is not related to Task.	Connective-relation
HED_0013153	1	Directional-relation	Relation		A relationship indicating direction of change of one entity relative to another. The first entity is the focus.	Relation
HED_0013154	2	Away-from	Directional-relation		(A, (Away-from, B)) indicates that A is going or has moved away from B. The meaning depends on A and B.	Directional-relation
HED_0013155	2	Towards	Directional-relation		(A, (Towards, B)) indicates that A is going to or has moved to B. The meaning depends on A and B.	Directional-relation
HED_0013156	1	Logical-relation	Relation		Indicating a logical relationship between entities. The first entity is usually the focus.	Relation
HED_0013157	2	And	Logical-relation		(A, (And, B)) means A and B are both in effect.	Logical-relation
HED_0013158	2	Or	Logical-relation		(A, (Or, B)) means at least one of A and B are in effect.	Logical-relation
HED_0013159	1	Spatial-relation	Relation		Indicating a relationship about position between entities.	Relation
HED_0013160	2	Above	Spatial-relation		(A, (Above, B)) means A is in a place or position that is higher than B.	Spatial-relation
HED_0013161	2	Across-from	Spatial-relation		(A, (Across-from, B)) means A is on the opposite side of something from B.	Spatial-relation
HED_0013162	2	Adjacent-to	Spatial-relation		(A, (Adjacent-to, B)) indicates that A is next to B in time or space.	Spatial-relation
HED_0013163	2	Ahead-of	Spatial-relation		(A, (Ahead-of, B)) indicates that A is further forward in time or space in B.	Spatial-relation
HED_0013164	2	Around	Spatial-relation		(A, (Around, B)) means A is in or near the present place or situation of B.	Spatial-relation
HED_0013165	2	Behind	Spatial-relation		(A, (Behind, B)) means A is at or to the far side of B, typically so as to be hidden by it.	Spatial-relation
HED_0013166	2	Below	Spatial-relation		(A, (Below, B)) means A is in a place or position that is lower than the position of B.	Spatial-relation
HED_0013167	2	Between	Spatial-relation		(A, (Between, (B, C))) means A is in the space or interval separating B and C.	Spatial-relation
HED_0013168	2	Bilateral-to	Spatial-relation		(A, (Bilateral, B)) means A is on both sides of B or affects both sides of B.	Spatial-relation
HED_0013169	2	Bottom-edge-of	Spatial-relation	relatedTag=Left-edge-of, relatedTag=Right-edge-of, relatedTag=Top-edge-of	(A, (Bottom-edge-of, B)) means A is on the bottom most part or or near the boundary of B.	Spatial-relation and (relatedTag some Left-edge-of) and (relatedTag some Right-edge-of) and (relatedTag some Top-edge-of)
HED_0013170	2	Boundary-of	Spatial-relation		(A, (Boundary-of, B)) means A is on or part of the edge or boundary of B.	Spatial-relation
HED_0013171	2	Center-of	Spatial-relation		(A, (Center-of, B)) means A is at a point or or in an area that is approximately central within B.	Spatial-relation
HED_0013172	2	Close-to	Spatial-relation		(A, (Close-to, B)) means A is at a small distance from or is located near in space to B.	Spatial-relation
HED_0013173	2	Far-from	Spatial-relation		(A, (Far-from, B)) means A is at a large distance from or is not located near in space to B.	Spatial-relation
HED_0013174	2	In-front-of	Spatial-relation		(A, (In-front-of, B)) means A is in a position just ahead or at the front part of B, potentially partially blocking B from view.	Spatial-relation
HED_0013175	2	Left-edge-of	Spatial-relation	relatedTag=Bottom-edge-of, relatedTag=Right-edge-of, relatedTag=Top-edge-of	(A, (Left-edge-of, B)) means A is located on the left side of B on or near the boundary of B.	Spatial-relation and (relatedTag some Bottom-edge-of) and (relatedTag some Right-edge-of) and (relatedTag some Top-edge-of)
HED_0013176	2	Left-side-of	Spatial-relation	relatedTag=Right-side-of	(A, (Left-side-of, B)) means A is located on the left side of B usually as part of B.	Spatial-relation and (relatedTag some Right-side-of)
HED_0013177	2	Lower-center-of	Spatial-relation	relatedTag=Center-of, relatedTag=Lower-left-of, relatedTag=Lower-right-of, relatedTag=Upper-center-of, relatedTag=Upper-right-of	(A, (Lower-center-of, B)) means A is situated on the lower center part of B (due south). This relation is often used to specify qualitative information about screen position.	Spatial-relation and (relatedTag some Center-of) and (relatedTag some Lower-left-of) and (relatedTag some Lower-right-of) and (relatedTag some Upper-center-of) and (relatedTag some Upper-right-of)
HED_0013178	2	Lower-left-of	Spatial-relation	relatedTag=Center-of, relatedTag=Lower-center-of, relatedTag=Lower-right-of, relatedTag=Upper-center-of, relatedTag=Upper-left-of, relatedTag=Upper-right-of	(A, (Lower-left-of, B)) means A is situated on the lower left part of B. This relation is often used to specify qualitative information about screen position.	Spatial-relation and (relatedTag some Center-of) and (relatedTag some Lower-center-of) and (relatedTag some Lower-right-of) and (relatedTag some Upper-center-of) and (relatedTag some Upper-left-of) and (relatedTag some Upper-right-of)
HED_0013179	2	Lower-right-of	Spatial-relation	relatedTag=Center-of, relatedTag=Lower-center-of, relatedTag=Lower-left-of, relatedTag=Upper-left-of, relatedTag=Upper-center-of, relatedTag=Upper-left-of, relatedTag=Lower-right-of	(A, (Lower-right-of, B)) means A is situated on the lower right part of B. This relation is often used to specify qualitative information about screen position.	Spatial-relation and (relatedTag some Center-of) and (relatedTag some Lower-center-of) and (relatedTag some Lower-left-of) and (relatedTag some Upper-left-of) and (relatedTag some Upper-center-of) and (relatedTag some Upper-left-of) and (relatedTag some Lower-right-of)
HED_0013180	2	Outside-of	Spatial-relation		(A, (Outside-of, B)) means A is located in the space around but not including B.	Spatial-relation
HED_0013181	2	Over	Spatial-relation		(A, (Over, B)) means A above is above B so as to cover or protect or A extends over the a general area as from a from a vantage point.	Spatial-relation
HED_0013182	2	Right-edge-of	Spatial-relation	relatedTag=Bottom-edge-of, relatedTag=Left-edge-of, relatedTag=Top-edge-of	(A, (Right-edge-of, B)) means A is located on the right side of B on or near the boundary of B.	Spatial-relation and (relatedTag some Bottom-edge-of) and (relatedTag some Left-edge-of) and (relatedTag some Top-edge-of)
HED_0013183	2	Right-side-of	Spatial-relation	relatedTag=Left-side-of	(A, (Right-side-of, B)) means A is located on the right side of B usually as part of B.	Spatial-relation and (relatedTag some Left-side-of)
HED_0013184	2	To-left-of	Spatial-relation		(A, (To-left-of, B)) means A is located on or directed toward the side to the west of B when B is facing north. This term is used when A is not part of B.	Spatial-relation
HED_0013185	2	To-right-of	Spatial-relation		(A, (To-right-of, B)) means A is located on or directed toward the side to the east of B when B is facing north. This term is used when A is not part of B.	Spatial-relation
HED_0013186	2	Top-edge-of	Spatial-relation	relatedTag=Left-edge-of, relatedTag=Right-edge-of, relatedTag=Bottom-edge-of	(A, (Top-edge-of, B)) means A is on the uppermost part or or near the boundary of B.	Spatial-relation and (relatedTag some Left-edge-of) and (relatedTag some Right-edge-of) and (relatedTag some Bottom-edge-of)
HED_0013187	2	Top-of	Spatial-relation		(A, (Top-of, B)) means A is on the uppermost part, side, or surface of B.	Spatial-relation
HED_0013188	2	Underneath	Spatial-relation		(A, (Underneath, B)) means A is situated directly below and may be concealed by B.	Spatial-relation
HED_0013189	2	Upper-center-of	Spatial-relation	relatedTag=Center-of, relatedTag=Lower-center-of, relatedTag=Lower-left-of, relatedTag=Lower-right-of, relatedTag=Upper-center-of, relatedTag=Upper-right-of	(A, (Upper-center-of, B)) means A is situated on the upper center part of B (due north). This relation is often used to specify qualitative information about screen position.	Spatial-relation and (relatedTag some Center-of) and (relatedTag some Lower-center-of) and (relatedTag some Lower-left-of) and (relatedTag some Lower-right-of) and (relatedTag some Upper-center-of) and (relatedTag some Upper-right-of)
HED_0013190	2	Upper-left-of	Spatial-relation	relatedTag=Center-of, relatedTag=Lower-center-of, relatedTag=Lower-left-of, relatedTag=Lower-right-of, relatedTag=Upper-center-of, relatedTag=Upper-right-of	(A, (Upper-left-of, B)) means A is situated on the upper left part of B. This relation is often used to specify qualitative information about screen position.	Spatial-relation and (relatedTag some Center-of) and (relatedTag some Lower-center-of) and (relatedTag some Lower-left-of) and (relatedTag some Lower-right-of) and (relatedTag some Upper-center-of) and (relatedTag some Upper-right-of)
HED_0013191	2	Upper-right-of	Spatial-relation	relatedTag=Center-of, relatedTag=Lower-center-of, relatedTag=Lower-left-of, relatedTag=Upper-left-of, relatedTag=Upper-center-of, relatedTag=Lower-right-of	(A, (Upper-right-of, B)) means A is situated on the upper right part of B. This relation is often used to specify qualitative information about screen position.	Spatial-relation and (relatedTag some Center-of) and (relatedTag some Lower-center-of) and (relatedTag some Lower-left-of) and (relatedTag some Upper-left-of) and (relatedTag some Upper-center-of) and (relatedTag some Lower-right-of)
HED_0013192	2	Within	Spatial-relation		(A, (Within, B)) means A is on the inside of or contained in B.	Spatial-relation
HED_0013193	1	Temporal-relation	Relation		A relationship that includes a temporal or time-based component.	Relation
HED_0013194	2	After	Temporal-relation		(A, (After, B)) means A happens at a time subsequent to a reference time related to B.	Temporal-relation
HED_0013195	2	Asynchronous-with	Temporal-relation		(A, (Asynchronous-with, B)) means A happens at times not occurring at the same time or having the same period or phase as B.	Temporal-relation
HED_0013196	2	Before	Temporal-relation		(A, (Before, B)) means A happens at a time earlier in time or order than B.	Temporal-relation
HED_0013197	2	During	Temporal-relation		(A, (During, B)) means A happens at some point in a given period of time in which B is ongoing.	Temporal-relation
HED_0013198	2	Synchronous-with	Temporal-relation		(A, (Synchronous-with, B)) means A happens at occurs at the same time or rate as B.	Temporal-relation
HED_0013199	2	Waiting-for	Temporal-relation		(A, (Waiting-for, B)) means A pauses for something to happen in B.	Temporal-relation
